4G_App_Thrp,PDCP_Thrp,RSRP,RSRQ,SINR,PDSCH_RB
,52067.69,-72.3,-12.4,24.3,96
,29949.6,-75,-10.2,22.2,93.6
,29949.6,-75,-10.2,22.2,93.6
,0,-77.8,-7.6,18.9,84
,0,-77.8,-7.6,18.9,84
,0,-79.2,-7,20.2,
,0,-79.2,-7,20.2,
,0,-83.1,-8.7,16.1,
,0,-83.1,-8.7,16.1,
,0,-86.8,-7.8,15.9,
,0,-86.8,-7.8,15.9,
,0,-88,-8.6,11.4,
,0,-88,-8.6,11.4,
,0,-92.9,-11.1,8.8,4
,0,-92.9,-11.1,8.8,4
,1.84,-91,-9.9,4.5,4
,1.84,-91,-9.9,4.5,4
,0,-87.4,-8.4,9,4
,0,-87.4,-8.4,9,4
,0,-91.7,-10.1,9.8,4
,0,-91.7,-10.1,9.8,4
,0,-97.5,-10.7,6.6,4
